42848 4.24E-01 7.59E-01 5.81E-04 3.44E+01 8.60E+00 1.90E+00 1.88E+00 3.21E+00 6.75E+00
43264 4.31E-01 8.24E-01 5.99E-04 3.71E+01 8.76E+00 1.87E+00 1.92E+00 3.21E+00 6.92E+00
43680 4.38E-01 8.93E-01 6.17E-04 4.00E+01 8.91E+00 1.85E+00 1.96E+00 3.22E+00 7.10E+00
44096 4.44E-01 9.66E-01 6.35E-04 4.30E+01 9.07E+00 1.82E+00 1.99E+00 3.22E+00 7.28E+00
44512 4.51E-01 1.05E+00 6.54E-04 4.62E+01 9.23E+00 1.80E+00 2.03E+00 3.22E+00 7.46E+00
44928 4.58E-01 1.13E+00 6.73E-04 4.96E+01 9.39E+00 1.78E+00 2.07E+00 3.23E+00 7.64E+00
45344 4.64E-01 1.22E+00 6.92E-04 5.31E+01 9.55E+00 1.76E+00 2.10E+00 3.23E+00 7.83E+00
45760 4.70E-01 1.31E+00 7.11E-04 5.68E+01 9.71E+00 1.74E+00 2.14E+00 3.23E+00 8.02E+00
46176 4.77E-01 1.41E+00 7.31E-04 6.06E+01 9.87E+00 1.72E+00 2.17E+00 3.23E+00 8.22E+00
46592 4.83E-01 1.52E+00 7.51E-04 6.45E+01 1.00E+01 1.70E+00 2.20E+00 3.24E+00 8.41E+00
47008 4.89E-01 1.63E+00 7.71E-04 6.86E+01 1.02E+01 1.68E+00 2.23E+00 3.24E+00 8.61E+00
47424 4.95E-01 1.75E+00 7.92E-04 7.28E+01 1.04E+01 1.66E+00 2.27E+00 3.24E+00 8.81E+00
47840 5.01E-01 1.87E+00 8.12E-04 7.71E+01 1.05E+01 1.64E+00 2.30E+00 3.24E+00 9.02E+00
48256 5.07E-01 2.00E+00 8.33E-04 8.15E+01 1.07E+01 1.62E+00 2.33E+00 3.25E+00 9.23E+00
48672 5.13E-01 2.13E+00 8.54E-04 8.60E+01 1.08E+01 1.61E+00 2.35E+00 3.25E+00 9.44E+00
49088 5.19E-01 2.27E+00 8.76E-04 9.06E+01 1.10E+01 1.59E+00 2.38E+00 3.25E+00 9.65E+00
49504 5.25E-01 2.41E+00 8.98E-04 9.52E+01 1.12E+01 1.57E+00 2.41E+00 3.25E+00 9.87E+00
49920 5.31E-01 2.56E+00 9.19E-04 9.98E+01 1.13E+01 1.56E+00 2.43E+00 3.25E+00 1.01E+01
50336 5.36E-01 2.71E+00 9.42E-04 1.05E+02 1.15E+01 1.54E+00 2.46E+00 3.26E+00 1.03E+01
50752 5.42E-01 2.87E+00 9.64E-04 1.09E+02 1.16E+01 1.53E+00 2.48E+00 3.26E+00 1.05E+01
51168 5.47E-01 3.03E+00 9.87E-04 1.14E+02 1.18E+01 1.51E+00 2.51E+00 3.26E+00 1.08E+01
51584 5.53E-01 3.20E+00 1.01E-03 1.19E+02 1.19E+01 1.50E+00 2.53E+00 3.26E+00 1.10E+01
52000 5.58E-01 3.37E+00 1.03E-03 1.23E+02 1.21E+01 1.49E+00 2.55E+00 3.26E+00 1.12E+01
52416 5.63E-01 3.54E+00 1.06E-03 1.28E+02 1.22E+01 1.47E+00 2.57E+00 3.26E+00 1.14E+01
52832 5.68E-01 3.71E+00 1.08E-03 1.32E+02 1.24E+01 1.46E+00 2.59E+00 3.26E+00 1.17E+01
53248 5.73E-01 3.89E+00 1.10E-03 1.36E+02 1.25E+01 1.45E+00 2.61E+00 3.27E+00 1.19E+01
53664 5.79E-01 4.07E+00 1.13E-03 1.41E+02 1.26E+01 1.44E+00 2.63E+00 3.27E+00 1.22E+01
54080 5.84E-01 4.25E+00 1.15E-03 1.45E+02 1.28E+01 1.42E+00 2.65E+00 3.27E+00 1.24E+01
54496 5.88E-01 4.43E+00 1.18E-03 1.49E+02 1.29E+01 1.41E+00 2.67E+00 3.27E+00 1.26E+01
54912 5.93E-01 4.61E+00 1.20E-03 1.53E+02 1.30E+01 1.40E+00 2.68E+00 3.27E+00 1.29E+01
55328 5.98E-01 4.79E+00 1.22E-03 1.57E+02 1.32E+01 1.39E+00 2.70E+00 3.27E+00 1.31E+01
55744 6.03E-01 4.98E+00 1.25E-03 1.60E+02 1.33E+01 1.38E+00 2.72E+00 3.27E+00 1.34E+01
56160 6.08E-01 5.16E+00 1.27E-03 1.64E+02 1.34E+01 1.37E+00 2.73E+00 3.28E+00 1.36E+01
56576 6.12E-01 5.34E+00 1.30E-03 1.67E+02 1.35E+01 1.36E+00 2.74E+00 3.28E+00 1.39E+01
56992 6.17E-01 5.51E+00 1.33E-03 1.70E+02 1.36E+01 1.35E+00 2.76E+00 3.28E+00 1.41E+01
57408 6.21E-01 5.69E+00 1.35E-03 1.73E+02 1.37E+01 1.35E+00 2.77E+00 3.28E+00 1.44E+01
57824 6.26E-01 5.86E+00 1.38E-03 1.75E+02 1.38E+01 1.34E+00 2.78E+00 3.28E+00 1.46E+01
58240 6.30E-01 6.04E+00 1.40E-03 1.78E+02 1.39E+01 1.33E+00 2.79E+00 3.28E+00 1.49E+01
58656 6.35E-01 6.21E+00 1.43E-03 1.80E+02 1.40E+01 1.32E+00 2.81E+00 3.28E+00 1.51E+01
59072 6.39E-01 6.37E+00 1.46E-03 1.83E+02 1.41E+01 1.31E+00 2.82E+00 3.29E+00 1.54E+01
59488 6.43E-01 6.54E+00 1.48E-03 1.85E+02 1.41E+01 1.31E+00 2.83E+00 3.29E+00 1.56E+01
59904 6.48E-01 6.70E+00 1.51E-03 1.87E+02 1.42E+01 1.30E+00 2.84E+00 3.29E+00 1.59E+01
60320 6.52E-01 6.85E+00 1.54E-03 1.88E+02 1.43E+01 1.30E+00 2.84E+00 3.29E+00 1.62E+01
60736 6.56E-01 7.01E+00 1.56E-03 1.90E+02 1.44E+01 1.29E+00 2.85E+00 3.29E+00 1.64E+01
61152 6.60E-01 7.16E+00 1.59E-03 1.91E+02 1.44E+01 1.28E+00 2.86E+00 3.30E+00 1.67E+01
61568 6.64E-01 7.30E+00 1.62E-03 1.92E+02 1.45E+01 1.28E+00 2.87E+00 3.30E+00 1.69E+01
61984 6.68E-01 7.45E+00 1.65E-03 1.94E+02 1.45E+01 1.27E+00 2.88E+00 3.30E+00 1.72E+01
62400 6.72E-01 7.59E+00 1.67E-03 1.95E+02 1.46E+01 1.27E+00 2.88E+00 3.30E+00 1.74E+01
62816 6.76E-01 7.72E+00 1.70E-03 1.95E+02 1.46E+01 1.26E+00 2.89E+00 3.30E+00 1.77E+01
63232 6.80E-01 7.85E+00 1.73E-03 1.96E+02 1.47E+01 1.26E+00 2.90E+00 3.31E+00 1.79E+01
63648 6.84E-01 7.98E+00 1.76E-03 1.97E+02 1.47E+01 1.26E+00 2.90E+00 3.31E+00 1.82E+01
64064 6.88E-01 8.10E+00 1.79E-03 1.97E+02 1.48E+01 1.25E+00 2.91E+00 3.31E+00 1.85E+01
64480 6.91E-01 8.22E+00 1.82E-03 1.98E+02 1.48E+01 1.25E+00 2.91E+00 3.31E+00 1.87E+01
64896 6.95E-01 8.34E+00 1.84E-03 1.98E+02 1.48E+01 1.25E+00 2.92E+00 3.31E+00 1.90E+01
65312 6.99E-01 8.45E+00 1.87E-03 1.98E+02 1.48E+01 1.24E+00 2.92E+00 3.32E+00 1.92E+01
65728 7.02E-01 8.55E+00 1.90E-03 1.99E+02 1.49E+01 1.24E+00 2.93E+00 3.32E+00 1.95E+01
66144 7.06E-01 8.66E+00 1.93E-03 1.99E+02 1.49E+01 1.24E+00 2.93E+00 3.32E+00 1.97E+01
66560 7.09E-01 8.76E+00 1.96E-03 1.99E+02 1.49E+01 1.24E+00 2.94E+00 3.32E+00 2.00E+01
66976 7.13E-01 8.86E+00 1.99E-03 1.99E+02 1.49E+01 1.23E+00 2.94E+00 3.32E+00 2.02E+01
67392 7.16E-01 8.95E+00 2.02E-03 1.99E+02 1.49E+01 1.23E+00 2.94E+00 3.33E+00 2.04E+01
67808 7.20E-01 9.04E+00 2.05E-03 1.99E+02 1.49E+01 1.23E+00 2.95E+00 3.33E+00 2.07E+01
68224 7.23E-01 9.13E+00 2.08E-03 1.98E+02 1.49E+01 1.23E+00 2.95E+00 3.33E+00 2.09E+01
68640 7.27E-01 9.21E+00 2.11E-03 1.98E+02 1.49E+01 1.23E+00 2.95E+00 3.33E+00 2.12E+01
69056 7.30E-01 9.29E+00 2.14E-03 1.98E+02 1.49E+01 1.23E+00 2.96E+00 3.34E+00 2.14E+01
69472 7.33E-01 9.37E+00 2.17E-03 1.98E+02 1.49E+01 1.22E+00 2.96E+00 3.34E+00 2.16E+01
69888 7.37E-01 9.44E+00 2.20E-03 1.97E+02 1.49E+01 1.22E+00 2.96E+00 3.34E+00 2.19E+01
