0, 0, 0, 1.708859E+00
0, 0, 1, 1.736963E+00
0, 0, 2, 1.783767E+00
0, 0, 3, 1.832279E+00
0, 0, 4, 1.862877E+00
0, 0, 5, 1.862881E+00
0, 0, 6, 1.832289E+00
0, 0, 7, 1.783783E+00
0, 0, 8, 1.736984E+00
0, 0, 9, 1.708882E+00
0, 1, 0, 1.737318E+00
0, 1, 1, 1.771122E+00
0, 1, 2, 1.828098E+00
0, 1, 3, 1.887925E+00
0, 1, 4, 1.925535E+00
0, 1, 5, 1.925538E+00
0, 1, 6, 1.887935E+00
0, 1, 7, 1.828114E+00
0, 1, 8, 1.771143E+00
0, 1, 9, 1.737342E+00
0, 2, 0, 1.784786E+00
0, 2, 1, 1.828813E+00
0, 2, 2, 1.904460E+00
0, 2, 3, 1.985652E+00
0, 2, 4, 2.036193E+00
0, 2, 5, 2.036197E+00
0, 2, 6, 1.985662E+00
0, 2, 7, 1.904477E+00
0, 2, 8, 1.828834E+00
0, 2, 9, 1.784809E+00
0, 3, 0, 1.834099E+00
0, 3, 1, 1.889590E+00
0, 3, 2, 1.986805E+00
0, 3, 3, 2.093639E+00
0, 3, 4, 2.159165E+00
0, 3, 5, 2.159168E+00
0, 3, 6, 2.093650E+00
0, 3, 7, 1.986822E+00
0, 3, 8, 1.889612E+00
0, 3, 9, 1.834123E+00
0, 4, 0, 1.865263E+00
0, 4, 1, 1.927917E+00
0, 4, 2, 2.038331E+00
0, 4, 3, 2.160396E+00
0, 4, 4, 2.235254E+00
0, 4, 5, 2.235258E+00
0, 4, 6, 2.160407E+00
0, 4, 7, 2.038348E+00
0, 4, 8, 1.927939E+00
0, 4, 9, 1.865287E+00
0, 5, 0, 1.865263E+00
0, 5, 1, 1.927917E+00
0, 5, 2, 2.038331E+00
0, 5, 3, 2.160396E+00
0, 5, 4, 2.235254E+00
0, 5, 5, 2.235258E+00
0, 5, 6, 2.160407E+00
0, 5, 7, 2.038348E+00
0, 5, 8, 1.927939E+00
0, 5, 9, 1.865287E+00
0, 6, 0, 1.834099E+00
0, 6, 1, 1.889590E+00
0, 6, 2, 1.986805E+00
0, 6, 3, 2.093639E+00
0, 6, 4, 2.159165E+00
0, 6, 5, 2.159168E+00
0, 6, 6, 2.093650E+00
0, 6, 7, 1.986822E+00
0, 6, 8, 1.889612E+00
0, 6, 9, 1.834123E+00
0, 7, 0, 1.784786E+00
0, 7, 1, 1.828813E+00
0, 7, 2, 1.904460E+00
0, 7, 3, 1.985652E+00
0, 7, 4, 2.036193E+00
0, 7, 5, 2.036197E+00
0, 7, 6, 1.985662E+00
0, 7, 7, 1.904477E+00
0, 7, 8, 1.828834E+00
0, 7, 9, 1.784809E+00
0, 8, 0, 1.737318E+00
0, 8, 1, 1.771122E+00
0, 8, 2, 1.828098E+00
0, 8, 3, 1.887925E+00
0, 8, 4, 1.925535E+00
0, 8, 5, 1.925538E+00
0, 8, 6, 1.887935E+00
0, 8, 7, 1.828114E+00
0, 8, 8, 1.771143E+00
0, 8, 9, 1.737342E+00
0, 9, 0, 1.708859E+00
0, 9, 1, 1.736963E+00
0, 9, 2, 1.783767E+00
0, 9, 3, 1.832279E+00
0, 9, 4, 1.862877E+00
0, 9, 5, 1.862881E+00
0, 9, 6, 1.832289E+00
0, 9, 7, 1.783783E+00
0, 9, 8, 1.736984E+00
0, 9, 9, 1.708882E+00
1, 0, 0, 1.736958E+00
1, 0, 1, 1.770688E+00
1, 0, 2, 1.827536E+00
1, 0, 3, 1.887233E+00
1, 0, 4, 1.924774E+00
1, 0, 5, 1.924778E+00
1, 0, 6, 1.887244E+00
1, 0, 7, 1.827554E+00
1, 0, 8, 1.770712E+00
1, 0, 9, 1.736985E+00
1, 1, 0, 1.771117E+00
1, 1, 1, 1.813529E+00
1, 1, 2, 1.886656E+00
1, 1, 3, 1.965460E+00
1, 1, 4, 2.014235E+00
1, 1, 5, 2.014238E+00
1, 1, 6, 1.965472E+00
1, 1, 7, 1.886674E+00
1, 1, 8, 1.813553E+00
1, 1, 9, 1.771144E+00
1, 2, 0, 1.828808E+00
1, 2, 1, 1.887606E+00
1, 2, 2, 1.992983E+00
1, 2, 3, 2.111825E+00
1, 2, 4, 2.182529E+00
1, 2, 5, 2.182533E+00
1, 2, 6, 2.111837E+00
1, 2, 7, 1.993002E+00
1, 2, 8, 1.887631E+00
1, 2, 9, 1.828835E+00
1, 3, 0, 1.889585E+00
1, 3, 1, 1.967853E+00
1, 3, 2, 2.113861E+00
1, 3, 3, 2.285547E+00
1, 3, 4, 2.382741E+00
1, 3, 5, 2.382745E+00
1, 3, 6, 2.285559E+00
1, 3, 7, 2.113880E+00
1, 3, 8, 1.967878E+00
1, 3, 9, 1.889613E+00
1, 4, 0, 1.927912E+00
1, 4, 1, 2.017758E+00
1, 4, 2, 2.186429E+00
1, 4, 3, 2.385449E+00
1, 4, 4, 2.498183E+00
1, 4, 5, 2.498187E+00
1, 4, 6, 2.385462E+00
1, 4, 7, 2.186449E+00
1, 4, 8, 2.017783E+00
1, 4, 9, 1.927940E+00
1, 5, 0, 1.927912E+00
1, 5, 1, 2.017758E+00
1, 5, 2, 2.186429E+00
1, 5, 3, 2.385449E+00
1, 5, 4, 2.498183E+00
1, 5, 5, 2.498187E+00
1, 5, 6, 2.385462E+00
1, 5, 7, 2.186449E+00
1, 5, 8, 2.017783E+00
1, 5, 9, 1.927940E+00
1, 6, 0, 1.889585E+00
1, 6, 1, 1.967853E+00
1, 6, 2, 2.113861E+00
1, 6, 3, 2.285547E+00
1, 6, 4, 2.382741E+00
1, 6, 5, 2.382745E+00
1, 6, 6, 2.285559E+00
1, 6, 7, 2.113880E+00
1, 6, 8, 1.967878E+00
1, 6, 9, 1.889613E+00
1, 7, 0, 1.828808E+00
1, 7, 1, 1.887606E+00
1, 7, 2, 1.992983E+00
1, 7, 3, 2.111825E+00
1, 7, 4, 2.182529E+00
1, 7, 5, 2.182533E+00
1, 7, 6, 2.111837E+00
1, 7, 7, 1.993002E+00
1, 7, 8, 1.887631E+00
1, 7, 9, 1.828835E+00
1, 8, 0, 1.771117E+00
1, 8, 1, 1.813529E+00
1, 8, 2, 1.886656E+00
1, 8, 3, 1.965460E+00
1, 8, 4, 2.014235E+00
1, 8, 5, 2.014238E+00
1, 8, 6, 1.965472E+00
1, 8, 7, 1.886674E+00
1, 8, 8, 1.813553E+00
1, 8, 9, 1.771144E+00
1, 9, 0, 1.736958E+00
1, 9, 1, 1.770688E+00
1, 9, 2, 1.827536E+00
1, 9, 3, 1.887233E+00
1, 9, 4, 1.924774E+00
1, 9, 5, 1.924778E+00
1, 9, 6, 1.887244E+00
1, 9, 7, 1.827554E+00
1, 9, 8, 1.770712E+00
1, 9, 9, 1.736985E+00
2, 0, 0, 1.783751E+00
2, 0, 1, 1.827526E+00
2, 0, 2, 1.902728E+00
2, 0, 3, 1.983450E+00
2, 0, 4, 2.033768E+00
2, 0, 5, 2.033772E+00
2, 0, 6, 1.983463E+00
2, 0, 7, 1.902748E+00
2, 0, 8, 1.827556E+00
2, 0, 9, 1.783786E+00
2, 1, 0, 1.828082E+00
2, 1, 1, 1.886645E+00
2, 1, 2, 1.991563E+00
2, 1, 3, 2.109890E+00
2, 1, 4, 2.180430E+00
2, 1, 5, 2.180435E+00
2, 1, 6, 2.109903E+00
2, 1, 7, 1.991584E+00
2, 1, 8, 1.886677E+00
2, 1, 9, 1.828117E+00
2, 2, 0, 1.904444E+00
2, 2, 1, 1.992972E+00
2, 2, 2, 2.162932E+00
2, 2, 3, 2.367116E+00
2, 2, 4, 2.478678E+00
2, 2, 5, 2.478683E+00
2, 2, 6, 2.367130E+00
2, 2, 7, 2.162954E+00
2, 2, 8, 1.993004E+00
2, 2, 9, 1.904480E+00
2, 3, 0, 1.986789E+00
2, 3, 1, 2.113850E+00
2, 3, 2, 2.371372E+00
2, 3, 3, 2.670467E+00
2, 3, 4, 2.826706E+00
2, 3, 5, 2.826712E+00
2, 3, 6, 2.670483E+00
2, 3, 7, 2.371396E+00
2, 3, 8, 2.113883E+00
2, 3, 9, 1.986826E+00
2, 4, 0, 2.038315E+00
2, 4, 1, 2.186418E+00
2, 4, 2, 2.486912E+00
2, 4, 3, 2.832596E+00
2, 4, 4, 3.014707E+00
2, 4, 5, 3.014713E+00
2, 4, 6, 2.832613E+00
2, 4, 7, 2.486937E+00
2, 4, 8, 2.186452E+00
2, 4, 9, 2.038352E+00
2, 5, 0, 2.038315E+00
2, 5, 1, 2.186418E+00
2, 5, 2, 2.486912E+00
2, 5, 3, 2.832596E+00
2, 5, 4, 3.014707E+00
2, 5, 5, 3.014713E+00
2, 5, 6, 2.832613E+00
2, 5, 7, 2.486937E+00
2, 5, 8, 2.186452E+00
2, 5, 9, 2.038352E+00
2, 6, 0, 1.986789E+00
2, 6, 1, 2.113850E+00
2, 6, 2, 2.371372E+00
2, 6, 3, 2.670467E+00
2, 6, 4, 2.826706E+00
2, 6, 5, 2.826712E+00
2, 6, 6, 2.670483E+00
2, 6, 7, 2.371396E+00
2, 6, 8, 2.113883E+00
2, 6, 9, 1.986826E+00
2, 7, 0, 1.904444E+00
2, 7, 1, 1.992972E+00
2, 7, 2, 2.162932E+00
2, 7, 3, 2.367116E+00
2, 7, 4, 2.478678E+00
2, 7, 5, 2.478683E+00
2, 7, 6, 2.367130E+00
2, 7, 7, 2.162954E+00
2, 7, 8, 1.993004E+00
2, 7, 9, 1.904480E+00
2, 8, 0, 1.828082E+00
2, 8, 1, 1.886645E+00
2, 8, 2, 1.991563E+00
2, 8, 3, 2.109890E+00
2, 8, 4, 2.180430E+00
2, 8, 5, 2.180435E+00
2, 8, 6, 2.109903E+00
2, 8, 7, 1.991584E+00
2, 8, 8, 1.886677E+00
2, 8, 9, 1.828117E+00
2, 9, 0, 1.783751E+00
2, 9, 1, 1.827526E+00
2, 9, 2, 1.902728E+00
2, 9, 3, 1.983450E+00
2, 9, 4, 2.033768E+00
2, 9, 5, 2.033772E+00
2, 9, 6, 1.983463E+00
2, 9, 7, 1.902748E+00
2, 9, 8, 1.827556E+00
2, 9, 9, 1.783786E+00
3, 0, 0, 1.832259E+00
3, 0, 1, 1.887218E+00
3, 0, 2, 1.983446E+00
3, 0, 3, 2.089213E+00
3, 0, 4, 2.154310E+00
3, 0, 5, 2.154314E+00
3, 0, 6, 2.089226E+00
3, 0, 7, 1.983468E+00
3, 0, 8, 1.887250E+00
3, 0, 9, 1.832296E+00
3, 1, 0, 1.887905E+00
3, 1, 1, 1.965445E+00
3, 1, 2, 2.109886E+00
3, 1, 3, 2.279742E+00
3, 1, 4, 2.376602E+00
3, 1, 5, 2.376607E+00
3, 1, 6, 2.279756E+00
3, 1, 7, 2.109908E+00
3, 1, 8, 1.965478E+00
3, 1, 9, 1.887942E+00
3, 2, 0, 1.985631E+00
3, 2, 1, 2.111810E+00
3, 2, 2, 2.367111E+00
3, 2, 3, 2.664055E+00
3, 2, 4, 2.820300E+00
3, 2, 5, 2.820305E+00
3, 2, 6, 2.664072E+00
3, 2, 7, 2.367136E+00
3, 2, 8, 2.111844E+00
3, 2, 9, 1.985669E+00
3, 3, 0, 2.093618E+00
3, 3, 1, 2.285531E+00
3, 3, 2, 2.670462E+00
