0 0.00E+00 
416 1.58E-06 
832 2.86E-06 
1248 3.90E-06 
1664 4.75E-06 
2080 5.43E-06 
2496 5.99E-06 
2912 6.44E-06 
3328 6.81E-06 
3744 7.11E-06 
4160 7.35E-06 
4576 7.55E-06 
4992 7.72E-06 
5408 7.85E-06 
5824 7.96E-06 
6240 8.05E-06 
6656 8.13E-06 
7072 8.20E-06 
7488 8.26E-06 
7904 8.31E-06 
8320 8.36E-06 
8736 8.41E-06 
9152 8.46E-06 
9568 8.51E-06 
9984 8.56E-06 
10400 8.62E-06 
10816 8.68E-06 
11232 8.75E-06 
11648 8.83E-06 
12064 8.91E-06 
12480 9.01E-06 
12896 9.12E-06 
13312 9.25E-06 
13728 9.39E-06 
14144 9.54E-06 
14560 9.72E-06 
14976 9.92E-06 
15392 1.01E-05 
15808 1.04E-05 
16224 1.07E-05 
16640 1.10E-05 
17056 1.13E-05 
17472 1.17E-05 
17888 1.22E-05 
18304 1.27E-05 
18720 1.32E-05 
19136 1.38E-05 
19552 1.45E-05 
19968 1.53E-05 
20384 1.61E-05 
20800 1.71E-05 
21216 1.81E-05 
21632 1.93E-05 
22048 2.06E-05 
22464 2.21E-05 
22880 2.37E-05 
23296 2.55E-05 
23712 2.76E-05 
24128 2.98E-05 
24544 3.24E-05 
24960 3.52E-05 
25376 3.83E-05 
25792 4.18E-05 
26208 4.56E-05 
26624 4.99E-05 
27040 5.47E-05 
27456 6.00E-05 
27872 6.59E-05 
28288 7.25E-05 
28704 7.97E-05 
29120 8.78E-05 
29536 9.67E-05 
29952 1.07E-04 
30368 1.17E-04 
30784 1.29E-04 
31200 1.43E-04 
31616 1.57E-04 
32032 1.73E-04 
32448 1.91E-04 
32864 2.10E-04 
33280 2.31E-04 
33696 2.55E-04 
34112 2.80E-04 
34528 3.08E-04 
34944 3.38E-04 
35360 3.70E-04 
35776 4.06E-04 
36192 4.44E-04 
36608 4.86E-04 
37024 5.30E-04 
37440 5.78E-04 
37856 6.30E-04 
38272 6.85E-04 
38688 7.44E-04 
39104 8.06E-04 
39520 8.73E-04 
39936 9.43E-04 
40352 1.02E-03 
40768 1.09E-03 
41184 1.18E-03 
41600 1.26E-03 
42016 1.35E-03 
42432 1.44E-03 
42848 1.53E-03 
43264 1.63E-03 
43680 1.73E-03 
44096 1.83E-03 
44512 1.93E-03 
44928 2.03E-03 
45344 2.13E-03 
45760 2.23E-03 
46176 2.33E-03 
46592 2.42E-03 
47008 2.52E-03 
47424 2.60E-03 
47840 2.69E-03 
48256 2.77E-03 
48672 2.84E-03 
49088 2.91E-03 
49504 2.97E-03 
49920 3.02E-03 
50336 3.07E-03 
50752 3.10E-03 
51168 3.13E-03 
51584 3.15E-03 
52000 3.16E-03 
52416 3.17E-03 
52832 3.17E-03 
53248 3.15E-03 
53664 3.14E-03 
54080 3.11E-03 
54496 3.08E-03 
54912 3.04E-03 
55328 3.00E-03 
55744 2.96E-03 
56160 2.90E-03 
56576 2.85E-03 
56992 2.79E-03 
57408 2.73E-03 
57824 2.67E-03 
58240 2.61E-03 
58656 2.55E-03 
59072 2.49E-03 
59488 2.42E-03 
59904 2.36E-03 
60320 2.30E-03 
60736 2.24E-03 
61152 2.18E-03 
61568 2.12E-03 
61984 2.07E-03 
62400 2.02E-03 
62816 1.97E-03 
63232 1.92E-03 
63648 1.87E-03 
64064 1.83E-03 
64480 1.78E-03 
64896 1.74E-03 
65312 1.71E-03 
65728 1.67E-03 
66144 1.64E-03 
66560 1.61E-03 
66976 1.58E-03 
67392 1.55E-03 
67808 1.52E-03 
68224 1.50E-03 
68640 1.48E-03 
69056 1.46E-03 
69472 1.44E-03 
69888 1.42E-03 
