0 0.00E+00 
416 3.49E-06 
832 6.99E-06 
1248 1.05E-05 
1664 1.40E-05 
2080 1.75E-05 
2496 2.09E-05 
2912 2.44E-05 
3328 2.79E-05 
3744 3.14E-05 
4160 3.49E-05 
4576 3.84E-05 
4992 4.18E-05 
5408 4.53E-05 
5824 4.88E-05 
6240 5.23E-05 
6656 5.57E-05 
7072 5.92E-05 
7488 6.27E-05 
7904 6.61E-05 
8320 6.96E-05 
8736 7.31E-05 
9152 7.65E-05 
9568 8.00E-05 
9984 8.34E-05 
10400 8.69E-05 
10816 9.04E-05 
11232 9.38E-05 
11648 9.73E-05 
12064 1.01E-04 
12480 1.04E-04 
12896 1.08E-04 
13312 1.11E-04 
13728 1.14E-04 
14144 1.18E-04 
14560 1.21E-04 
14976 1.25E-04 
15392 1.28E-04 
15808 1.32E-04 
16224 1.35E-04 
16640 1.39E-04 
17056 1.42E-04 
17472 1.45E-04 
17888 1.49E-04 
18304 1.52E-04 
18720 1.56E-04 
19136 1.59E-04 
19552 1.62E-04 
19968 1.66E-04 
20384 1.69E-04 
20800 1.73E-04 
21216 1.76E-04 
21632 1.79E-04 
22048 1.83E-04 
22464 1.86E-04 
22880 1.89E-04 
23296 1.93E-04 
23712 1.96E-04 
24128 1.99E-04 
24544 2.03E-04 
24960 2.06E-04 
25376 2.09E-04 
25792 2.13E-04 
26208 2.16E-04 
26624 2.19E-04 
27040 2.22E-04 
27456 2.25E-04 
27872 2.29E-04 
28288 2.32E-04 
28704 2.35E-04 
29120 2.38E-04 
29536 2.41E-04 
29952 2.44E-04 
30368 2.47E-04 
30784 2.50E-04 
31200 2.52E-04 
31616 2.55E-04 
32032 2.58E-04 
32448 2.60E-04 
32864 2.63E-04 
33280 2.65E-04 
33696 2.68E-04 
34112 2.70E-04 
34528 2.72E-04 
34944 2.74E-04 
35360 2.76E-04 
35776 2.78E-04 
36192 2.79E-04 
36608 2.81E-04 
37024 2.82E-04 
37440 2.83E-04 
37856 2.84E-04 
38272 2.84E-04 
38688 2.85E-04 
39104 2.85E-04 
39520 2.85E-04 
39936 2.84E-04 
40352 2.84E-04 
40768 2.83E-04 
41184 2.82E-04 
41600 2.80E-04 
42016 2.78E-04 
42432 2.76E-04 
42848 2.74E-04 
43264 2.71E-04 
43680 2.68E-04 
44096 2.65E-04 
44512 2.61E-04 
44928 2.57E-04 
45344 2.53E-04 
45760 2.48E-04 
46176 2.43E-04 
46592 2.38E-04 
47008 2.33E-04 
47424 2.27E-04 
47840 2.21E-04 
48256 2.15E-04 
48672 2.09E-04 
49088 2.03E-04 
49504 1.97E-04 
49920 1.90E-04 
50336 1.84E-04 
50752 1.78E-04 
51168 1.71E-04 
51584 1.65E-04 
52000 1.59E-04 
52416 1.53E-04 
52832 1.46E-04 
53248 1.41E-04 
53664 1.35E-04 
54080 1.29E-04 
54496 1.24E-04 
54912 1.19E-04 
55328 1.14E-04 
55744 1.09E-04 
56160 1.04E-04 
56576 9.97E-05 
56992 9.55E-05 
57408 9.15E-05 
57824 8.77E-05 
58240 8.41E-05 
58656 8.07E-05 
59072 7.75E-05 
59488 7.45E-05 
59904 7.17E-05 
60320 6.90E-05 
60736 6.66E-05 
61152 6.42E-05 
61568 6.21E-05 
61984 6.00E-05 
62400 5.81E-05 
62816 5.64E-05 
63232 5.47E-05 
63648 5.32E-05 
64064 5.18E-05 
64480 5.04E-05 
64896 4.92E-05 
65312 4.81E-05 
65728 4.70E-05 
66144 4.60E-05 
66560 4.50E-05 
66976 4.42E-05 
67392 4.34E-05 
67808 4.26E-05 
68224 4.19E-05 
68640 4.12E-05 
69056 4.06E-05 
69472 4.00E-05 
69888 3.94E-05 
